125,Karlskrona,36,56.20300219,15.29600461
126,Alba Lulia,54,46.07700313,23.58000059
127,Wete,78,-5.063463959,39.725799
128,Bistrița,54,47.13800409,24.51300358
129,Deva,54,45.88332304,22.91667357
130,Zalău,54,47.1750031,23.06300448
131,Satu Mare,54,47.79199816,22.88500248
132,Rimnicu Vilcea,54,45.10999804,24.38299862
133,Sfintu-Gheorghe,54,45.86799611,25.79300148
134,Miercurea Cuic,54,46.36099808,25.52400051
135,Piatra-Neamt,54,46.94000405,26.38299657
136,Brăila,54,45.29199615,27.96900354
137,Vaslui,54,46.63332908,27.73333859
138,Salyan,34,28.35000004,82.18330255
139,Mae Hong Son,160,19.30100405,97.96899665
140,Phangnga,160,8.451000086,98.53399857
141,Ranong,160,9.962001095,98.63800257
142,Krabi,160,8.052003097,98.91199867
143,Phatthalung,160,7.61499898,100.0809996
144,Satun,160,6.616701099,100.0666986
145,Lamphun,160,18.50300114,99.07399856
146,Kamphaeng Phet,160,16.47299704,99.52900267
147,Phichit,160,16.43900405,100.3490017
148,Phetchabun,160,16.41899707,101.1590017
149,Supham Buri,160,14.47100105,100.1289966
150,Ang Thong,160,14.58330306,100.4499997
151,Chainat,160,15.17900402,100.1259997
152,Nakhon Nayok,160,14.20000203,101.2159987
153,Sing Buri,160,14.886999,100.4010036
154,Nakhon Pathom,160,13.81799707,100.0639986
155,Prachuap Khiri Khan,160,11.80299605,99.80000169
156,Samut Sakhon,160,13.536,100.2740046
157,Samut Songkhram,160,13.41299699,100.0009986
158,Yasothon,160,15.78799812,104.1509977
159,Chachoengsao,160,13.67900105,101.0760037
160,Kalasin,160,16.42799707,103.5090007
161,Maha Sarakham,160,16.18399803,103.2980045
162,Roi Et,160,16.050996,103.6549986
163,Pattani,160,6.864003023,101.2500006
164,Piggs Peak,69,-25.96100399,31.2470015
165,Siteki,69,-26.45499604,31.95199862
166,Manzini,69,-26.49500106,31.3880045
167,Hlatikulu,69,-26.99999993,31.41669655
168,Somoto,10,13.47599712,-86.58299659
169,Ocotal,10,13.62999605,-86.47299861
170,Aveiro,159,40.64100311,-8.650997534
171,Leiria,159,39.73899603,-8.804996462
172,Viana Do Castelo,159,41.69623514,-8.844137484
173,Mérida,106,38.91200402,-6.337997512
174,Beja,159,38.01400214,-7.86300241
175,Évora,159,38.55999611,-7.905995561
176,Portalegre,159,39.29000411,-7.423001549
177,Santarém,159,39.23100008,-8.682002552
178,Bragança,159,41.80799701,-6.755003426
179,Castelo Branco,159,39.81099615,-7.487999559
180,Farim,119,12.49299903,-15.22700042
181,Guarda,159,40.54100414,-7.262000512
182,Viseu,159,40.65699611,-7.910000431
183,Vila Real,159,41.29399815,-7.73700249
184,Fatick,104,14.3440021,-16.41599952
185,An Nabk,81,31.33330205,37.33329653
186,Assen,200,53.00000109,6.550002585
187,Arnhem,200,51.98799603,5.922999562
188,Maastricht,200,50.85299707,5.677002477
189,Zwolle,200,52.52400009,6.096996529
190,Middelburg,200,51.50199618,3.609999541
191,Dedza,127,-14.3666667,34.3333333
192,s-Hertogenbosch,200,51.68333714,5.316660485
193,Arendal,115,58.46475606,8.766000553
194,Vossavangen,115,60.63000316,6.441003463
195,Leikanger,115,61.18329612,6.849999471
196,Bærum,115,59.91348606,11.34723651
197,Hamar,115,60.82000207,11.06900156
198,Tønsberg,115,59.26400109,10.42100147
199,Baglung,34,28.26669606,83.58329762
200,Jumla,34,29.25000013,82.21670162
201,Bhairawa,34,27.53330409,83.38329953
202,Dandeldhura,34,29.30000416,80.60000455
203,Dhangarhi,34,28.69499706,80.5930026
204,Ramechhap,34,27.32599808,86.08699853
205,Bhimphedi,34,27.5509981,85.13000156
206,Rajbiraj,34,26.5332961,86.73329761
207,Ilam,34,26.90800207,87.92600453
208,Wabag,184,-5.490000005,143.7180037
209,Vanimo,184,-2.690000936,141.3039966
210,Kundiawa,184,-6.022997883,144.9600127
211,Kerema,184,-7.927001897,145.8379987
212,Arawa,184,-6.228000033,155.5659907
213,Lorengau,184,-2.032001997,147.2799966
214,Kimbe,184,-5.55000289,150.1430137
215,Dubăsari,76,47.2630556,29.1608333
216,Qacha's Nek,90,-30.11726692,28.70199951
217,Hudur,201,4.183298973,43.86670261
218,Garbahaarey,201,3.327003116,42.22700164
219,Bu'aale,201,1.083303017,42.58330253
220,Dhuusa Mareeb,201,5.741999984,46.5080045
221,Trincomalee,186,8.568999036,81.23300155
222,Puttalan,186,8.033004084,79.82600454
223,Ratnapura,186,6.693003132,80.38600257
224,Umuahia,112,5.532003041,7.486002487
225,Uyo,112,5.007996056,7.849998524
226,Owerri,112,5.492997053,7.026003588
227,Sariwon,67,38.50700411,125.7620047
228,Sin-Ni,67,39.48800415,125.4639966
229,Suchboatar,198,50.24999712,106.2000006
230,Dzuunmod,198,47.71099805,106.9470006
231,Omaruru,42,-21.43600193,15.95099754
232,Karibib,42,-21.93900292,15.85299646
233,Otavi,42,-19.63999801,17.34200155
234,Gobabis,42,-22.455,18.96300054
235,Kibaha,78,-6.766703953,38.9167026
236,Mkokotoni,78,-5.878997975,39.25999862
237,Fribourg,61,46.80000008,7.149996522
238,Liestal,61,47.48300112,7.737003468
239,Solothurn,61,47.2120021,7.536996608
240,Sarnen,61,46.89900002,8.243001529
241,Mariestad,36,58.70500209,13.82799659
242,Vannersborg,36,58.36300214,12.33000061
243,Appenzell,61,47.3333041,9.416700505
244,Ros Comain,103,53.6333333,-8.1833333
245,Cacheu,119,12.26899803,-16.16499854
246,Fulacunda,119,11.77299899,-15.19499654
247,Gabú,119,12.27999608,-14.23400348
248,Catió,119,11.21670002,-15.16670049
249,Barclayville,6,4.799996997,-8.166698518
250,Voinjama,6,8.416701115,-9.749996524
251,Bensonville,6,6.433299035,-10.60000152
252,Kakata,6,6.525999009,-10.34900054
253,Sanniquellie,6,7.371000109,-8.684999462
254,Rivercess,6,5.464998046,-9.577997442
255,Potenza,188,40.64200213,15.7989965
256,Campobasso,188,41.56299912,14.65599656
257,Al Mafraq,121,32.28329707,36.23329852
258,At Tafilah,121,30.83333404,35.60000464
259,Ma'an,121,30.19200312,35.73600358
260,Aosta,188,45.73700107,7.315002596
261,Diekirch,35,49.88330105,6.166701555
262,Grevenmacher,35,49.69999811,6.333300575
263,Kangar,60,6.433001991,100.1899987
264,Kuala Lipis,60,4.18400112,102.0420006
265,Shah Alam,60,3.066695996,101.5499977
266,Nyeri,156,-0.4169969905,36.95100363
267,Teyateyaneng,175,-29.15299794,27.75300351
268,Mohales Hoek,175,-30.15899991,27.47999751
269,Moyeni,175,-30.41099991,27.71600451
270,Hlotse,175,-28.87800298,28.05599764
271,Butha-Buthe,175,-28.74999591,28.25000158
272,Mokhotlong,175,-29.29100403,29.07800155
273,Ahuachapán,108,13.91900399,-89.84500155
274,Cojutepeque,108,13.71670204,-88.9333016
275,Nueva San Salvador,108,13.67399699,-89.28999848
276,Zacatecoluca,108,13.508001,-88.86799761
277,La Unión,108,13.33199704,-87.83900052
278,San Francisco Gotera,108,13.69999812,-88.10000052
279,San Vicente,108,13.64100303,-88.78499961
280,Usulután,108,13.3460011,-88.43200162
281,Chalatenango,108,14.07200406,-89.09399649
282,Lucea,154,18.44299809,-78.17900362
283,Mandeville,154,18.03300305,-77.49999851
284,Black River,154,18.03099607,-77.85199748
285,Falmouth,154,18.47958305,-77.6560496
286,Savanna-la-Mar,154,18.1639981,-77.94800051
287,Sechura,45,-5.235250225,-78.50064539
288,Port Antonio,154,18.15900314,-76.38000262
289,Saint Ann's Bay,154,18.43263914,-77.19952454
290,Port Maria,154,18.37700105,-76.89999547
291,Half Way Tree,154,18.0333001,-76.79999651
292,Port Morant,154,17.89100103,-76.32899957
293,Sabaneta,146,19.50499807,-71.34498854
294,Mao,146,19.55199609,-71.07499748
295,Cotuí,146,19.05900306,-70.1520026
296,Evinayong,71,1.449999085,10.56670255
297,Luba,71,3.449997026,8.550000525
298,Šibenik,179,43.7272222,15.9058333
299,Shibin el Kom,126,30.59199913,30.89999749
300,Benha,126,30.46666512,31.18333563
301,Zagazig,126,30.58333209,31.5166596
302,Kafr el Sheikh,126,31.109004,30.93599763
303,Dikhil,153,11.10400201,42.37200058
304,Tadjoura,153,11.78330399,42.9000035
305,Haapsalu,101,58.9430556,23.5413889
306,Hawalli,109,29.33334002,47.99999756
307,Buluko,77,-0.7569988893,28.52800254
308,Mzimba,127,-11.9,33.6
309,Machinga,127,-14.9666667,35.5166667
310,Gueppi,45,-0.1165962536,-75.22996647
311,Mchinji,127,-13.8,32.9
312,Ntcheu,127,-14.8166667,34.6333333
313,Chiradzulu,127,-15.7,35.1833333
314,Nsanje,127,-16.9166667,35.2666667
315,Mwanza,127,-15.6166667,34.5166667
316,Mulanje,127,-16.0333333,35.5
317,Salamá,89,15.10299903,-90.31400061
318,Retalhuleu,89,14.53709704,-91.67701454
319,San Marcos,89,14.96600106,-91.79999952
320,Chimaltenango,89,14.66199914,-90.8199985
321,Antigua Guatemala,89,14.5666981,-90.73330161
322,Sololá,89,14.77299598,-91.18299551
323,Totonicapán,89,14.91399898,-91.35800061
324,El Progreso,89,14.85,-90.01670359
325,Cuilapa,89,14.27900409,-90.2979985
326,Chiquimula,89,14.79699906,-89.54399653
327,Jalapa,89,14.63300111,-89.98900162
328,Zacapa,89,14.97200398,-89.52900256
329,Puerto Plata,146,19.7902171,-70.69024747
330,Dajabón,146,19.548,-71.70499757
331,Moca,146,19.39699814,-70.52300059
332,Salcedo,146,19.38300302,-70.4167015
333,Jimaní,146,18.49300212,-71.85099553
334,Comendador,146,18.875997,-71.70699546
335,Pedernales,146,18.03799801,-71.74099755
336,Azua,146,18.45399613,-70.7290016
337,Bonao,146,18.94200314,-70.40899757
338,Baní,146,18.279999,-70.33100347
339,Hato Mayor,146,18.76400114,-69.25699747
340,Monte Plata,146,18.80700306,-69.78400153
341,Koundara,57,12.4800031,-13.29599643
342,Nagua,146,19.37600108,-69.84700149
343,Samaná,146,19.21200313,-69.3320036
344,San Cristóbal,146,18.4159981,-70.10900052
345,El Seibo,146,18.76400114,-69.03500346
346,Higuey,146,18.61599603,-68.70799749
347,Georgetown,180,13.55100308,-14.76700152
348,Basse Santa Su,180,13.31000112,-14.2229965
349,Kerewan,180,13.49399711,-16.09499647
350,Mansa Konko,180,13.3773121,-15.67856644
351,Sunyani,182,7.335998991,-2.336003416
352,Ebebiyín,43,2.152997996,11.33000156
353,Viljandi,101,58.3638889,25.59
354,Tchibanga,43,-2.856995957,11.02699849
355,Madingou,32,-4.164002942,13.55400049
356,Lamia,7,38.89899915,22.43400358
357,Polygyros,7,40.38100213,23.45300148
358,Komatini,7,41.13330309,25.41670256
359,B'abda,169,33.83330406,35.53329652
360,Ramla,24,31.91670012,34.86670252
361,Nabatiye et Tahta,169,33.38330402,35.45000164
362,Gaoual,57,11.75400014,-13.21299843
363,Mariehamn,164,60.09699618,19.94900447
364,Mariehamn,33,60.09699618,19.94900447
365,Hämeenlinna,164,60.99699611,24.47199954
366,Hämeenlinna,33,60.99699611,24.47199954
367,Kouvola,164,60.87600009,26.70900351
368,Kouvola,33,60.87600009,26.70900351
369,Mikkeli,164,61.68999617,27.28500348
370,Mikkeli,33,61.68999617,27.28500348
371,Ban Houayxay,118,20.2775,100.4127778
372,Louang Namtha,118,20.95000205,101.4166986
373,Champasak,118,14.88330011,105.8667036
374,Saravan,118,15.715998,106.4269987
375,Xam Nua,118,20.41669802,104.0333047
376,Phongsali,118,21.68330399,102.0999967
377,Attapu,118,14.8079971,106.8390005
378,Kinkala,32,-4.355999897,14.76199861
379,Muineachan,103,54.25,-6.9666667
380,Vejle,11,55.70900103,9.534996498
381,Hillerød,11,55.93329907,12.31669854
382,Sorø,11,55.43299811,11.5667016
383,Mali,57,12.08400302,-12.30100143
384,Tongue,57,11.43999904,-11.67000248
385,Kouroussa,57,10.6530031,-9.891998549
386,Pita,57,11.0799991,-12.40100056
387,Dalaba,57,10.65600001,-12.27200357
388,Boffa,57,10.18500307,-14.04299645
389,Télimélé,57,10.90500311,-13.04299756
390,Forecariah,57,9.430002076,-13.09799655
391,Beyla,57,8.686997987,-8.657000454
392,Gueckedou,57,8.553996122,-10.1510005
393,Dinguiraye,57,11.29899604,-10.72600144
394,Dabola,57,10.747998,-11.10899649
395,Touba,22,8.280000029,-7.684001549
396,Bouaflé,22,6.977997104,-5.748002428
397,Divo,22,5.839002037,-5.360003483
398,Toumodi,22,6.552000132,-5.019002394
399,Aboisso,22,5.466699052,-3.20000353
400,Picton,94,-41.28052264,174.0165561
401,Santa Cruz Del Quiche,89,15.0333031,-91.13329763
402,Buea,13,4.155003087,9.231003513
403,Krujë,158,41.51899817,19.79700359
404,Fier,158,40.73000402,19.5730026
405,Lushnjë,158,40.94000113,19.71600348
406,Pukë,158,42.03330302,19.88330448
407,Bajram Curri,158,42.33330007,20.08330257
408,Kukës,158,42.08300107,20.43399653
409,Sarandë,158,39.87700212,19.99999859
410,Ersekë,158,40.33330213,20.68329651
411,Pogradec,158,40.89999612,20.66400062
412,Korçë,158,40.61667601,20.76666353
413,Berat,158,40.70999705,19.97199958
414,Çorovodë,158,40.51670403,20.23329663
415,Gramsh,158,40.86669601,20.19999652
416,Librazhd,158,41.20000211,20.3667036
417,Tepelenë,158,40.2832981,20.03329854
418,Përmet,158,40.23399605,20.35199756
419,Gjirokastër,158,40.07899809,20.14900256
420,Peshkopi,158,41.6833021,20.43330349
421,Burrel,158,41.62599908,20.01600053
422,Lezhë,158,41.78799914,19.65400254
423,Rrëshen,158,41.78330106,19.81670459
424,Ashtarak,144,40.3016667,44.3591667
425,Mons,193,50.44599911,3.939003561
426,Hasselt,193,50.96400317,5.483997561
427,Ijevan,144,40.8755556,45.1491667
428,Artashat,144,39.9538889,44.5505556
429,Gavarr,144,40.3588889,45.1266667
430,Gadabay,21,40.5655556,45.8161111
431,Goranboy,21,40.6102778,46.7897222
432,Tovuz,21,40.9922222,45.6288889
433,Agdam,21,40.9052778,45.5563889
434,Qabala,21,40.9813889,47.8458333
435,Oğuz,21,41.0708333,47.4583333
436,Yeghegnadzor,144,39.7611111,45.3333333
437,Qala i Naw,152,34.98300013,63.13329964
438,Chaghcharan,152,34.5167011,65.25000063
439,Lashkar Gah,152,31.58299802,64.35999955
440,Zaranj,152,31.11200108,61.88699752
441,Tarin Kowt,152,32.63329815,65.86669865
442,Zareh Sharan,152,32.85000016,68.41670453
443,Asadabad,152,34.86600004,71.15000459
444,Taloqan,152,36.72999904,69.54000364
445,Mahmud-E Eraqi,152,35.01669608,69.33330065
446,Mehtar Lam,152,34.65000001,70.16670052
447,Baraki Barak,152,33.9667021,68.96670354
448,Aybak,152,36.26100015,68.04000051
449,Mayda Shahr,152,34.45000209,68.79999663
450,Kampong Spoe,141,11.4519961,104.5189986
451,Kampong Thum,141,12.71199613,104.8889977
452,Prey Veng,141,11.48399998,105.3240036
453,Phnum Tbeng Meanchey,141,13.816701,104.9667037
454,Stoeng Treng,141,13.52300408,105.9740016
455,Kracheh,141,12.46899612,106.0239967
456,Senmonorom,141,12.44999711,107.1999997
457,Lumphat,141,13.50700214,106.9810026
458,Svay Rieng,141,11.0799991,105.8010036
459,Jijel,30,36.82199703,5.76600356
460,Lokossa,39,6.615000092,1.715004457
461,Fada Ngourma,31,12.05499605,0.3609994508
462,Tizi-Ouzou,30,36.80000111,4.033332556
463,Bordj Bou Arréridj,30,36.05900401,4.629996466
464,M'sila,30,35.7000031,4.545000584
465,Guelma,30,36.46600213,7.427997486
466,Oum el Bouaghi,30,35.84999715,7.149996522
467,Lovec,178,43.13799911,24.71900459
468,Montana,178,43.41400203,23.23700161
469,Razgrad,178,43.53399903,26.53599663
470,Arlon,193,49.68330313,5.816700472
471,Bregenz,148,47.51669707,9.766701588
472,Eisenstadt,148,47.83329908,16.53329747
473,Paro,63,27.3833011,89.51670065
474,Réo,31,12.33349214,-2.466944513
475,Punakha,63,27.63330305,89.83330266
476,Loikaw,16,19.66500009,97.20600363
477,Wangdue Prodrang,63,27.43329603,89.91669667
478,Cankuzo,99,-3.166703921,30.51669662
479,Karusi,99,-3.099995968,30.16299648
480,Rutana,99,-3.93100195,29.99300455
481,Ruyigi,99,-3.481001905,30.2439966
482,Bubanza,99,-3.083300984,29.36670351
483,Kayanza,99,-2.899997879,29.5667016
484,Makamba,99,-4.133303903,29.79999964
485,Huize,143,26.35041872,103.4166744
486,Ngozi,99,-2.912003884,29.82500157
487,Kirundo,99,-2.5847222,30.0972222
488,Orodara,31,10.97399705,-4.907996452
489,Solenzo,31,12.1833333,-4.0833333
490,Nouna,31,12.7289971,-3.860000519
491,Dédougou,31,12.455001,-3.464000439
492,Gorom Gorom,31,14.45000398,-0.2332975464
493,Djibo,31,14.09900404,-1.627001421
494,Tougan,31,13.06899899,-3.069998409
495,Kombissiri,31,12.06399605,-1.333997543
496,Ziniaré,31,12.57699605,-1.293002442
497,Yako,31,12.95399712,-2.262995501
498,Leo,31,11.09400299,-2.097998529
499,Sapouy,31,11.5544444,-1.7736111
500,Boulsa,31,12.65699714,-0.568997532
501,Zorgo,31,12.24299707,-0.6110004289
502,Koupéla,31,12.17700004,-0.3560035142
503,Pô,31,11.16900002,-1.134998478
504,Manga,31,11.66200198,-1.064996408
505,Diébougou,31,10.95200113,-3.248000411
506,Gaoua,31,10.32499811,-3.174002407
507,Bogandé,31,12.96900003,-0.1379965
508,Dori,31,14.0339971,-0.02799851881
509,Sebba,31,13.4364122,0.530443
510,Diapaga,31,12.07700108,1.796004571
511,Pa-an,16,16.8499981,97.61670064
512,Hakha,16,22.6500031,93.6167046
513,Taunggyi,16,20.78199907,97.03800065
514,Sagaing,16,21.87999903,95.9619966
515,Muramvya,99,-3.260997006,29.61199862
516,Larnaka,163,34.9170031,33.63599757
517,Paphos,163,34.75591516,32.42245666
518,Laascaanood,190,8.43329714,47.31669964
519,Ceerigaabo,190,10.58329807,47.33330461
520,Santo António,181,1.645002051,7.412004483
521,Daru,184,-9.109151958,143.2337226
522,Ramallah,24,31.90294475,35.20620938
523,Kyrenia,147,35.3259991,33.33300361
524,San Carlos,161,9.657999007,-68.58999854
525,San Felipe,161,10.33599598,-68.74599552
526,San Juan De Los Morros,161,9.900999019,-67.35400159
527,La Asunción,161,11.03333403,-63.8833315
528,Al Bayda,134,13.9789981,45.57400265
529,Ataq,134,14.55000311,46.80000058
530,Marib,134,15.42099607,45.33399954
531,Roatán,137,16.32999599,-86.51899761
532,Borgarnes,157,64.56950277,-21.86232219
533,San Carlos,10,11.1999961,-84.83329749
534,Onverwacht,17,5.599998125,-55.19999648
535,Groningen,17,5.796998975,-55.48100346
536,Leninobod,171,39.75000301,69.00000365
537,Mariscal Estigarribia,174,-22.03000205,-60.60999555
538,Caacupé,174,-25.38700191,-57.14000047
539,Jinotepe,10,11.84599813,-86.19499748
540,Jinotega,10,13.09100402,-86.00000362
541,Masaya,10,11.96900098,-86.09499852
542,Sakakah,81,29.99999706,40.13330454
543,Bentiu,41,9.2333333,29.8333333
544,El Porvenir,93,9.541686355,-78.97196299
545,Nazran,2,43.23300312,44.78300151
546,Ust' Ordynskiy,2,52.83299713,104.6999977
547,Dutse,112,11.7991891,9.350334607
548,Damaturu,112,11.74899608,11.96600457
549,Puyo,83,-1.483002014,-77.98699756
550,Heredia,111,9.991997986,-84.12000251
551,Tulcán,83,0.8219970382,-77.73200048
552,Yopal,177,5.346999095,-72.4059986
553,Klaksvík,11,62.2374783,-6.53901149
554,Laï,91,9.395001123,16.30500349
555,Mainz,44,49.98247246,8.273219156
556,Usti Nad Labem,107,50.66299816,14.08100455
557,Hradec Králové,107,50.20599617,15.81200153
558,Fderik,140,22.67900113,-12.70700053
559,Aleg,140,17.057997,-13.90899556
560,Akjoujt,140,19.74699906,-14.39099948
561,Dahuk,49,36.86670013,43.00000263
562,Samarra,49,34.19399705,43.87500062
563,Awasa,87,7.059996077,38.47699862
564,Gore,87,8.148996048,35.53700451
565,Schwerin,44,53.63330408,11.41669861
566,Turgay,117,49.62600011,63.49899651
567,Yasuj,86,30.65900412,51.59400361
568,Shar e Kord,86,32.32099805,50.85399659
569,Mangyshlak,117,43.69045506,51.14173561
570,Panaji,173,15.491997,73.81800065
571,Mobaye,105,4.320000059,21.17999753
572,El Cayo,23,17.15599807,-89.06100252
573,Corozal,23,18.39799811,-88.3880005
574,Mochudi,29,-24.377004,26.15200256
575,San Andrés,177,12.56213711,-81.69032658
576,Bade,185,24.9575,121.2988889
577,Pingzhen,185,24.94388889,121.2161111
578,Taibao,185,23.45,120.3333333
579,Taoyuan,185,24.98888889,121.3111111
580,Yangmei,185,24.91666667,121.15
581,Yilan,185,24.75,121.75
582,Zhubei,185,24.83333333,121.0119444
583,Artigas,55,-30.41598712,-56.48602014
584,Hardin,123,45.731768,-107.612486
585,Baltasar Brum,55,-30.7300248,-57.31997441
586,Tranqueras,55,-31.20002195,-55.74996688
587,Tacuarembó,55,-31.70996499,-55.98000452
588,Paso de los Toros,55,-32.8100012,-56.51004968
589,Vergara,55,-32.92999388,-53.94999923
590,Treinta y Tres,55,-33.23002724,-54.38002466
591,Santa Lucía,55,-34.47000324,-56.39997888
592,José Batlle y Ordóñez,55,-33.47001259,-55.12000533
593,Minas,55,-34.37000934,-55.23002446
594,Maldonado,55,-34.91002806,-54.95998926
595,Punta del Este,55,-34.96997272,-54.94998987
596,Aiguá,55,-34.19999388,-54.75000208
597,La Paloma,55,-34.66999103,-54.1699858
598,Faribault,123,44.29048647,-93.26801274
599,Mankato,123,44.16362083,-93.99915674
600,Albert Lea,123,43.64778668,-93.36870427
601,Willmar,123,45.12188275,-95.04330489
602,Brainerd,123,46.35800885,-94.20084986
603,Crookston,123,47.77376223,-96.60773137
604,Glendive,123,47.10858319,-104.7104926
605,Dillon,123,45.21567548,-112.6839852
606,Polson,123,47.68800519,-114.156686
607,Devils Lake,123,48.11221702,-98.85968693
608,Burley,123,42.53581321,-113.7918763
609,Wallace,123,47.47421979,-115.9268881
610,Kennewick,123,46.21137697,-119.1360979
