cityid,total
2495,31219
2496,232
2497,52500
2498,164268
2499,1957
2500,83700
2501,44600
2502,12471
2503,27930
2504,52558
2505,35823
2506,15553
2507,41610
2508,7995
2509,10094
2510,42018
2511,103290
2512,31550
2513,91674
2514,600
2515,8997
2516,310
2517,11534
2518,47750
2519,10836
2520,7301
2521,10421
2522,19117
2523,9768
2524,463873
2525,127138
2526,47000
2527,32270
2528,191227
2529,500318
2530,44533
2531,64116
2532,26764
2533,91165
2534,296345
2535,176360
2536,84624
2537,17344
2538,225209
2539,87613
2540,77000
2541,83623
2542,19900
2543,70593
2544,86685
2545,31117
2546,863
2547,13292
2548,29395
2549,13812
2550,14001
2551,56678
2552,19954
2553,301144
2554,71196
2555,101642
2556,82276
2557,309575
2558,113359
2559,134630
2560,148148
2561,169345
2562,293566
2563,230697
2564,185532
2565,14423
2566,7580
2567,15811
2568,60435
2569,114497
2570,53981
2571,18695
2572,20925
2573,111350
2574,12525
2575,16033
2576,5120
2577,9184
2578,12037
2579,49171
2580,13452
2581,36139
2582,46005
2583,27353
2584,15823
2586,23129
2587,3195
2588,10
2589,10
2590,10
2591,40
2592,17098
2593,15535
2594,6434
2595,138608
2596,10449
2597,10599
2598,11495
2599,21057
2600,22744
2601,18601
2602,6556
2603,2475
2604,1200
2605,5000
2606,13351
2607,6490
2608,3639
2609,29775
2610,28435
2611,66029
2612,11253
2613,2789
2614,2809
2615,5306
2616,97314
2617,132705
2618,106515
2619,6592
2620,11137
2621,49857
2622,31259
2623,97857
2624,83116
2625,148024
2626,85075
2627,293001
2628,64038
2629,89212
2630,18074
2631,25249
2632,31857
2633,45308
2634,133919
2635,19460
2636,29468
2637,15318
2638,93482
2807,75218
2639,394959
2640,385257
2641,185278
2642,64755
2643,9547
2644,46771
2645,88448
2646,34342
2647,20841
2648,2004
2649,17090
2650,15053
2651,36943
2652,7665
2653,41175
2654,67300
2655,112809
2656,55962
2657,63426
2658,40240
2659,65948
2699,586210
2660,108601
2661,198941
2662,19203
2663,478224
2664,45377
2665,46911
2666,85438
2667,35697
2668,11194
2669,42764
2670,191334
2671,38277
2672,86805
2673,210317
2674,85369
2675,363845
2676,64499
2677,298428
2678,1411656
2708,159622
2679,249194
2680,235237
2681,37633
2682,69447
2683,124197
2684,290643
2685,35406
2686,223648
2687,341210
2688,542603
2689,236093
2690,189876
2691,229504
2692,40264
2693,15414
2694,162300
2695,22726
2696,19975
2697,28646
2698,295639
2700,66677
2701,64400
2702,133238
2703,182324
2704,82506
2705,464622
2706,293671
2707,276922
2730,3065
2709,177928
2710,163264
2711,336824
2712,36773
2713,63536
2714,317638
2715,82966
2716,117644
2717,219958
2718,7491
2719,4220
2720,5785
2721,7641
2722,9550
2723,33887
2724,8954
2725,16275
2726,159792
2727,8453
2728,28071
2729,40537
2731,3714
2732,393
2733,3945
2734,414
2735,28056
2736,63229
2737,33326
2738,93572
2739,91248
2740,2376
2741,28547
2742,49041
2743,27909
2744,8762
2745,68205
2746,3311
2747,81222
2748,10663
2749,103742
2750,6190
2751,66373
2752,13095
2753,635
2755,211239
2756,25395
2757,184839
2758,10334
2759,124248
2760,96185
2761,46057
2762,16853
2763,42100
2764,13167
2765,47375
2766,37326
2767,564
2768,37494
2769,26232
2770,13902
2771,9705
2772,1022
2773,16513
2774,15259
2808,556
2775,41843
2776,4286
2777,1536
2778,11894
2779,2338
2780,5285
2781,6154
2782,21686
2783,230
2784,11624
2785,25192
2787,248774
2788,9964
2789,45655
2790,1845
2791,207677
2792,114688
2793,170762
2794,64171
2795,459178
2796,140415
2797,228489
2798,621667
2799,56399
2800,164010
2801,135023
2802,48950
2803,137097
2804,11118
2805,16915
2806,42360
2811,68974
2812,50617
2813,112882
2814,602
2815,1210
2816,177
2817,32898
2818,217839
2819,9377
2820,70316
3268,50
2821,5939
2822,26423
2823,96275
2824,503368
2825,553
2826,6706
2827,24733
2828,38998
2829,101153
2830,341000
2831,28071
2832,35221
2833,29530
2834,33820
2835,44481
2836,55
2837,1861
2838,5757
2839,492
2840,2248
2841,40167
2842,15731
2843,46935
2844,22949
2845,57229
2846,32592
2847,45367
2848,50793
2849,22924
2850,90124
2851,37125
2852,60885
2853,54299
2854,44461
2855,49119
2856,28961
2857,38094
2858,32666
2859,25782
2860,235458
2861,60356
2862,50531
2863,31425
2864,24973
2865,21785
2866,45839
2867,35638
2868,265607
2869,203875
2870,33578
2871,313734
2872,33852
2873,66236
2874,16094
2875,94212
2876,46451
2877,87498
2878,250018
2879,48043
2880,172855
2881,131871
2882,52278
2883,24500
2884,54739
2885,47810
2886,206204
2887,32727
2888,44933
2889,34885
2890,82613
2891,9961
2892,40097
2893,306023
2894,57328
2895,37994
2896,200131
2897,38634
2898,32045
2899,81690
2900,53112
2901,51594
2902,191814
2903,44024
2904,62369
2905,76592
2906,303305
2907,16560
2908,93027
2909,30263
2910,36009
2911,30592
2912,31221
2913,46331
2914,153060
2915,129109
2916,13579
2917,54696
2918,48668
2919,111648
2920,57675
2921,61826
2922,122170
2923,69919
2924,35936
2925,27107
2926,35945
2927,148835
2928,46268
2929,10006
2930,67304
2931,10
2932,300
2933,48488
2934,159551
2935,24270
2936,10021
2937,40662
2938,8319
2939,29082
2940,28016
2941,301753
2942,176599
2943,42706
2944,32401
2945,39195
2946,27035
2947,48525
2948,56084
2949,30439
2950,11467
2951,40209
2952,92623
2953,43098
2954,91248
2955,93352
2956,49012
2957,35225
2958,44292
2959,25155
2960,5564
2961,27274
2962,39710
2963,84762
2964,46400
2965,648622
3298,66721
2966,183221
2967,26690
2968,62027
2969,23316
2970,84107
2971,117971
2972,52233
2973,210363
2974,121214
2975,10
2977,20361
2978,10
2979,58192
2980,47651
2981,7061
2982,20507
2983,10939
2984,21136
2985,60798
2986,8709
2987,31580
2988,209797
2989,10472
2990,22478
2991,76218
2992,40883
2993,9567
2994,8832
2995,27651
2996,21902
2997,31879
4650,265
2998,72496
2999,24672
3000,41345
3001,4836
3002,15095
3003,5861
3004,32094
3005,26759
3006,29889
3007,24182
3008,5206
4694,50
3009,86654
3010,1120
3011,176
3012,1341
3013,513
3014,101640
3015,61452
3016,97259
3017,75800
3018,173797
3019,85430
3020,679949
3021,243743
3022,264210
3023,6353
3024,206105
3025,159590
3026,95444
3027,183930
3028,220250
3050,17425
3029,265829
3030,163676
3031,224204
3032,2761720
3033,403064
3034,464599
3035,129965
3036,234548
3037,190557
3038,6726
3039,64983
3040,218
3041,10
3042,10
3043,6759
3044,27291
3045,166
3046,8200
3047,15670
3048,4948
3049,12370
3051,52791
3052,10
3053,6262
3054,10
3055,35968
3056,0
3057,885
3058,10359
3059,20499
3060,11491
3061,146
3062,69057
3064,11980
3065,17801
3066,44861
3067,10
3068,0
3069,1517
3070,8066
3071,6341
3072,3843
3073,9744
3074,10
3075,10
3079,45902
3080,19265
3081,14191
3082,7486
3083,10
3084,10
3085,10
3086,2422
3087,3304
3088,15555
3089,4572
3090,11792
3091,16755
3092,3096
3093,6218
3094,8540
3095,28743
3096,5433
3097,527
3098,18068
3099,11110
3100,13054
3101,137295
3102,53688
3103,10
3104,23714
3105,84968
3106,53091
3107,19805
3108,8214
3109,8414
4695,636
3110,35905
3111,5416
3112,11636
3113,28248
3114,60986
3115,82655
3116,8327
3117,15751
3118,11528
3119,77265
3779,177
3120,273082
3121,116093
3122,55127
3123,469217
3124,28626
3125,27745
3126,176522
3127,13118
3128,7957
3129,102630
3130,52350
3131,63625
3132,11077
3133,47109
3134,4683
3135,11367
3136,25596
3137,85450
3138,183969
3139,34897
3149,15192
3140,90480
3141,89402
3142,618552
3143,122044
3144,169932
3145,9688
3146,250920
3147,26115
3148,299687
3150,12752
3151,148752
3152,25723
3153,77356
3154,15403
3155,18780
3156,4313
3157,18000
3158,41767
3177,58690
3159,239371
3160,124308
3161,15014
3162,24950
3163,168069
3164,95282
3165,53217
3166,9897
3167,24533
3168,26474
3266,2365
3169,310861
3170,1018441
3171,188994
3172,176399
3173,259001
3174,214504
3175,177483
3176,13598
3267,5348
3178,33450
3179,19388
3180,12491
3181,23958
3182,41323
3183,44071
3184,14570
3185,30401
3186,56345
3187,10
3188,10
3189,10415
3190,14142
3191,460
3192,54909
3193,18312
3194,17232
3195,14421
3196,26823
3197,706
3198,988
3199,26102
3200,102140
3201,185270
3202,30547
3203,245
3204,127500
3205,46162
3206,4251
3207,33099
3208,64620
3209,86410
3210,874385
3211,34911
3212,9351
3213,68220
3214,354657
3215,74381
3216,103773
3217,62144
3218,172753
3219,441231
3220,204501
3221,420594
3222,899966
3223,200912
3224,256444
3225,446749
3226,482365
3227,408245
3228,475017
3229,400829
3230,73374
3231,87913
3232,244351
3233,260312
3234,19249
3235,235424
3236,111017
3237,52651
3238,71895
3239,79471
3240,77057
3241,158643
3242,432149
3243,185925
3244,82481
3245,74826
3246,82734
3247,102341
3248,25792
3249,214710
3250,45173
3251,931
3252,66419
3253,75551
3254,10
3255,192502
3256,1498
3257,299
3258,193062
3259,116015
3260,16380
3261,55871
3262,127428
3263,1794
3264,44188
3265,100
3269,1744
3270,61192
3271,51313
3272,284197
3273,622471
3274,390242
3275,113866
3276,597175
3277,100965
3299,223314
3278,366222
3279,1527362
3280,353253
3281,212166
3282,288723
3283,358001
3284,202034
3285,32010
3286,59912
3287,50382
3288,61159
3289,18717
3290,31667
3291,16200
3292,95554
3293,5189
3294,77260
3295,51564
3296,3726
3297,66260
3300,82409
3301,50943
3302,44098
3303,254522
3304,548702
3305,1884
3306,85417
3307,227461
3308,10
3309,5072
3310,8122
3311,7223
3312,12670
3313,23298
3314,6364
3315,4857
3316,5394
3317,19691
3318,23020
3319,7541
3320,425
3843,81521
3321,21749
3322,100
3323,10
3324,100
3325,63396
3326,10
3327,10
3328,10
3329,400
3330,6597
3331,405495
3341,35183
3332,183722
3333,1305
3334,192787
3335,60611
3336,302855
3337,50354
3338,44096
3339,26173
3340,409042
3342,24412
3343,43551
3344,41507
3345,103610
3346,26021
3347,1558
3348,34987
3349,38884
3350,73140
3351,21401
3352,9601
3353,17214
3354,9179
3355,26113
3356,43566
3357,32298
3358,25441
3359,42674
3360,164734
3361,124303
3362,121754
3363,429695
3364,44341
3365,227880
3366,146515
3367,145017
3368,48731
3369,82613
3370,90541
3371,546922
3372,59280
3373,408555
3374,147028
3375,122943
3376,96759
3377,148807
3378,224048
3379,60482
3380,123110
3381,215538
3382,62202
3383,55674
3384,95599
3385,141998
3386,95048
3387,50870
3388,19239
3389,410
3390,160658
3391,213610
3392,95442
3393,106377
3394,300334
3395,117256
3396,355037
3397,157706
3398,17886
3399,67826
3400,141670
3401,7642
3402,173186
3403,31109
3404,47062
3405,567289
3406,3275190
3407,104442
3408,49168
3409,372411
3410,56890
3411,367896
3412,2434800
3413,376558
3414,81762
3415,87458
3416,192364
3417,189624
3418,141993
3419,437710
3420,1000121
3421,170023
3422,751182
3423,279571
3424,269281
3425,706717
3426,420985
3427,148233
3428,532419
3429,1217715
3430,123263
3431,276414
3432,1174964
3433,122785
3434,264973
3435,237084
3436,174323
3437,111461
3438,164767
3439,1949165
3440,174925
3441,881801
3442,83754
3443,22880
3444,184126
3445,84656
3446,140295
3447,76242
3448,181656
3449,343161
3450,112557
3451,186099
3452,235143
3453,132416
3454,35991
3455,75942
3456,60930
3457,9960
3458,2444
3459,58953
3460,182731
3461,155046
3462,220982
3494,4298
3463,273563
3464,11748
3465,11582
3466,73345
3467,55434
3468,59873
3469,40379
3470,28741
3471,293
3472,20644
3473,27232
3474,217897
3475,24149
3476,35315
3477,33194
3478,42258
3479,139446
3480,49635
3481,96598
3482,23121
3483,46688
3484,21324
3485,112809
3486,146550
3487,22915
3488,101711
3489,1150
3490,46376
3491,3516
3492,29208
3493,41538
3495,6986
3496,20209
3497,134366
3498,205570
3499,57552
3500,46796
3501,107433
3502,177623
3503,47746
3504,179898
3505,211020
3506,314798
3507,504434
3508,31814
3509,1250
3510,87599
3511,13853
3512,318566
3513,43027
3514,93674
3515,246596
3516,164282
3517,127704
3518,54469
3519,2351
3520,1487
3521,83942
3522,39629
3523,109741
3524,239788
3525,19720
3526,46531
3527,25030
3528,52917
3529,83402
3530,2127
3531,8182
3532,12304
3533,8039
3534,46025
3535,135303
3536,40677
3537,40753
3538,172622
3539,17667
3540,17402
3541,2896
3542,291
3543,64639
3544,52216
3545,24680
3546,35197
3547,31583
3548,8969
3549,204
3550,3303
3551,628
3552,6477
3553,24724
3554,11583
3555,27763
3556,26967
3557,17835
3558,112230
3559,69379
3560,32711
3561,195528
3562,59202
3563,404901
3564,470474
3565,540247
3566,188149
3567,82756
3568,4938
3569,14212
3570,7330
3571,371350
3572,121281
3573,179935
3574,68853
3575,339537
3576,128971
3577,5000
3578,1716
3579,84668
3580,268695
3581,115476
3582,404710
3583,10
3584,21036
3585,21300
3586,153753
3587,18036
3588,46881
3589,2819
3590,149
3591,61537
3592,82122
3593,22953
3594,9504
3595,18729
3596,142564
3597,148242
3598,137586
3599,32166
3600,13142
3601,496834
3602,253613
3603,906197
3604,146703
3605,1337587
3606,235428
3666,162725
3607,78385
3608,444779
3609,127599
3610,198865
3611,618815
3612,130784
3613,103857
3614,99942
3615,91884
5104,1516
3616,223799
3617,251093
3618,209976
3619,472871
3620,161043
3621,146755
3622,76488
3623,52696
3624,151146
3667,108396
3625,141992
3626,60339
3627,52011
3628,101894
3629,378918
3630,97903
3631,94911
3632,181694
3633,227379
3668,652604
3634,523750
3635,91609
3636,396026
3637,65707
3638,5250
3639,178864
3640,32494
3641,60000
3642,176069
3643,140
3644,140092
3645,172321
3646,408069
3647,216805
3648,520000
3649,77178
3650,706000
3651,145886
3652,400000
3653,198213
3654,177099
3655,160437
3656,169028
3657,133558
3658,178453
3659,251018
3660,113907
3661,2183454
3662,897481
3663,340000
3664,60542
3665,52500
3670,377629
3671,527681
3672,1051326
3673,104243
3674,152934
3675,82386
3676,110046
3677,611739
3678,666322
3679,244662
3680,449258
3681,377061
3682,59338
3683,336954
3684,440151
3685,91384
3686,170947
3687,94115
3688,74459
3689,78254
3721,83033
3690,91077
3691,124108
3692,115893
3693,226930
3694,555694
3695,379555
3696,241104
3697,61469
3698,490221
3699,922422
5105,10
3700,383932
3701,612356
3702,1770000
3703,715600
3704,135862
3705,471152
3706,226108
3707,196808
3708,150527
3709,142636
3710,224348
3711,247805
3712,170357
3713,141482
3714,114715
3715,67957
3716,43262
3717,83208
3718,90420
3719,76732
3720,79825
3722,78092
3723,190257
3724,990287
3725,699328
3726,412101
3727,56387
3728,679
3729,2809
3730,48540
3731,19645
3732,107047
3736,85809
3737,250903
3738,500000
3739,89700
3740,80093
3741,39924
3742,71308
3743,87115
3744,46855
3745,104849
3746,80459
3747,109229
3748,118525
3749,167193
3750,67011
3751,72403
3752,104571
3753,42618
3754,42559
3755,83317
3756,54636
3757,405305
3758,392485
3759,217797
3760,686447
3761,887243
3762,169614
3763,161356
3764,103972
3765,139261
3766,241289
3778,42311
3767,62532
3768,395503
3769,300215
3770,193770
3771,324677
3772,187560
3773,263374
3774,88053
3775,241
3776,22606
3780,19946
3781,18748
3782,24014
3783,603
3784,45222
3785,17683
3786,17009
3787,71126
3788,153915
3789,10578
3790,22645
3791,141951
3792,19896
3793,2216
3794,19720
3795,194
3796,1313
3797,37366
3798,26143
3799,26803
3800,105770
3801,68244
3802,7854
3803,15397
3804,11969
3805,861
3806,10006
3807,20901
3808,32947
3809,87840
3810,18935
3811,68573
3812,21851
3813,211276
3814,56773
3815,79382
3816,18513
3817,148289
3818,82709
3819,29250
3820,8585
3821,14248
3822,105402
3823,54392
3824,16853
3825,83644
3826,795
3827,20851
3828,881
3829,4647
3830,136418
3831,342871
3832,30842
3833,68304
3834,65212
3835,76892
3836,158987
3837,36485
3838,41911
3839,139266
3840,54915
3841,126460
3842,184970
3844,7787
3845,3170
3846,15321
3847,3999
3848,13967
3849,214147
3850,170884
3851,292808
3852,225049
3853,122631
3873,135533
3854,187624
3855,176996
3856,150805
3857,268928
3858,187866
3859,90276
3860,304804
3861,192827
3862,230671
3863,170001
3864,258498
3865,346972
3866,394163
3867,176783
3868,201026
3869,236870
3870,554730
3871,10688
3872,209940
3874,486803
3875,240601
3876,241927
3877,252104
3878,601214
3879,333978
3880,563103
3881,119806
3882,58851
3883,152393
3884,92113
3885,364926
3886,27329
3887,55894
3888,23012
3889,134
3890,4101
3891,25235
3892,1667
3893,28633
3894,7155
3895,14344
3896,60991
3897,150362
3898,71532
3899,142914
3900,143393
3901,357903
3902,46295
3903,46905
3904,40559
3905,263197
3906,77760
3907,287753
3908,158892
3909,35089
3910,44959
3911,38034
3912,159864
3913,70164
3914,188859
3915,170725
3916,39084
3917,321418
3918,85416
3919,54457
3920,61244
3921,177939
3922,83317
3923,118909
3935,13496
3924,163442
3925,187155
3926,266550
3927,4441
3928,10
3929,10830
3930,378
3931,2558
3932,18137
3933,10259
3934,159083
3936,24578
3937,16740
3938,53135
3939,94972
3940,17990
3941,8592
3942,12813
3943,32702
3944,16625
3945,7029
3946,26903
3947,1341
3948,20859
3949,6396
3950,12244
3951,32760
3952,27766
3953,15842
3954,59379
3955,22311
3956,120123
3957,75158
3958,28825
3959,25422
3960,63200
3961,8770
3962,50851
3963,50911
3964,49396
3965,12260
3966,18968
3967,56549
3968,46001
3969,156770
3970,114958
3971,144465
3972,49534
3973,639150
3974,108130
3975,472571
3976,61509
3977,12827
3978,104021
3979,44368
3980,36292
3981,89300
3982,47021
3983,76464
3984,39413
3985,73018
3986,82240
3987,100111
3988,27264
3989,22424
3990,24192
3991,52508
3992,60172
3993,200687
3994,6517
3995,91581
3996,90502
3997,54517
3998,12242
3999,27285
4000,28267
4001,4271
4002,10010
4003,44922
4004,5694
4005,3914
4006,4346
4007,25871
4008,4762
4009,3516
4010,6824
4011,30405
4012,7066
4013,14852
4014,694
4015,20366
4016,8543
4017,3969
4018,19655
4019,2331
4020,17989
4021,16400
4022,6779
4023,7129
4024,5383
4025,6311
4026,5131
4027,14199
4028,47294
4029,54710
4030,5125
4031,13854
4032,61329
4033,19117
4034,3902
4035,40320
4036,11238
4037,118301
4038,249395
4039,437138
4040,111260
4081,41112
4041,145699
4042,262980
4043,210516
4044,263432
4045,117888
4046,1423000
4047,82517
4048,315482
4049,352512
4050,146917
4051,163934
4274,2130
4052,425898
4053,334155
4054,318342
4055,145385
4056,463449
4057,3236
4058,8895
4059,153429
4060,189049
4061,151385
4062,11202
4063,48806
4064,654318
4065,226015
4066,1894
4067,81753
4068,128642
4069,56544
4070,130603
4071,329224
4072,358171
4073,208749
4074,166533
4075,318790
4076,485962
4077,229384
4078,283228
4079,39467
4080,93
7337,300
4082,10200
4083,16247
4084,35743
4085,166480
4086,153047
4087,182218
4088,239754
4089,619711
4090,320434
4091,296418
4092,781218
4093,257448
4094,646322
4095,2934655
4096,127342
4097,200762
4098,483129
4099,169127
4100,515574
4101,198453
4102,333200
4103,95929
4104,436780
4105,197233
4106,485348
4107,272036
4108,287787
4109,177081
4110,138243
4111,338975
4112,158569
4113,76915
4114,155029
4115,489022
4116,219094
4117,219571
4118,139264
4119,102331
7338,524
4120,547272
4121,39737
4122,163000
4123,289429
4124,509790
4125,195891
4126,44971
4127,274176
4128,203264
4129,29011
4130,10335
4131,20950
4132,24584
4133,97930
4134,20877
4135,9651
4136,28367
4137,152077
4138,68076
4139,22385
4140,111918
4141,57410
4142,11317
4143,46880
4144,56386
4145,34973
4146,23729
4147,34488
4148,42168
4149,2608
4150,14410
4151,56957
4152,143158
4153,31880
4154,111188
4155,83713
4156,203512
4157,30843
4158,38502
4159,73028
4160,46468
4161,61227
4162,71287
4163,37490
4164,87809
4165,17200
4166,210989
4167,479653
4168,81888
4169,307
4181,9993
4170,23979
4171,55781
4172,27518
4173,13638
4174,83288
4175,34129
4176,29808
4177,24912
4178,48901
4179,15809
4180,13563
4182,32704
4183,125315
4184,32385
4185,26290
4186,35300
4187,4047
4188,51375
4189,10
4190,56769
4191,38096
4192,22705
4193,24516
4194,58096
4195,1929
4196,8750
4197,45596
4198,38053
4199,25279
4200,195032
4201,181457
4202,318320
4203,70160
4204,70436
4205,81699
4206,42043
4207,40377
4208,45937
4209,51674
4210,22529
4211,15302
4212,38641
4213,980
4214,41215
4215,22695
4216,22386
4217,146794
4218,97737
4219,48451
4220,557017
4221,143150
4222,45113
4223,92562
4224,47276
4225,59047
4226,59119
4227,320030
4228,229300
4229,74173
4230,366989
4231,24355
4232,50243
4233,241421
4234,28380
4235,139972
4236,17233
4237,164150
4238,31041
4239,19860
4240,21025
4241,29188
4242,40338
4243,17798
4244,14480
4245,35923
4246,32639
4247,37516
4248,213799
4249,35055
4250,45730
4251,72031
4252,56585
4253,52954
4254,16199
4255,43577
4256,37945
4257,15451
4258,40691
4259,31722
4260,63376
4261,85721
4262,352971
4263,279381
4264,22564
4265,42378
4266,33303
4267,50690
4268,9668
4269,2500
4270,870
4271,184
4272,14378
4273,14805
4275,4316
4276,5082
4277,1909
4278,64594
4279,13454
4280,1248
4281,2400
4282,3222
4283,1400
4284,538
4285,29942
4286,2295
4287,82698
4288,13788
4289,151683
4290,10677
4291,34035
4292,10796
4293,2893
4294,8000
4295,7601
4296,2633
4297,303
4298,834
4299,1584
4311,4570
4300,650
4301,1069
4302,73
4303,11368
4304,68849
4305,30812
4306,1595
4307,2663
4308,2174
4309,4895
4310,4627
4312,1765
4313,3743
4314,277
4315,47602
4316,108298
4317,150887
4318,6787
4319,2182
4320,1372
4321,4441
4322,1204
4323,3625
4324,35584
4325,26149
4326,37963
4327,284
4328,2645
4329,549
4330,41752
4331,1575
4332,11642
4354,142290
4333,15551
4334,270
4335,71153
4336,17894
4337,2553
4338,5871
4339,3759
4340,3001
4341,6666
4342,1063
4355,25301
4343,224
4344,3232
4345,685
4346,452
4347,75
4348,448
4349,86917
4350,64399
4351,290768
4352,131122
4353,5798
4356,31473
4357,26305
4358,45246
4359,5641
4360,137333
4361,230444
4362,3425
4363,28601
4364,220429
4365,6306
4366,175
4367,701
4368,605
4369,557
4370,493
4371,11847
4372,22834
4373,4400
4374,8556
4375,1218
4376,5844
4377,2277
4378,4715
4379,7376
4380,19640
4381,3445
4382,5440
4383,48318
4384,21688
4385,278596
4386,39218
4387,19785
4408,1522
4388,65344
4389,57135
4390,28247
4391,62586
4392,86192
4393,7190
4394,3412
4395,10609
4396,13610
4397,18278
4520,150
4398,21054
4399,66142
4400,440389
4401,71448
4402,69745
4403,43408
4404,2838
4405,4458
4406,46483
4407,8492
4409,49345
4410,38050
4411,11359
4412,6210
4413,55249
4414,47559
4415,20343
4416,8989
4417,1145
4418,9478
4419,11498
4420,4000
4421,14133
4422,13594
4423,11387
4424,9421
4425,18297
4426,7683
4427,22873
4428,132761
4429,12655
4430,9607
4431,9979
4432,86641
4433,52079
4434,358244
4435,241071
4436,327601
4437,102566
4438,79133
4439,55324
4440,94939
4441,29554
4442,45715
4443,55587
4444,35473
4445,31565
4446,57765
4447,51328
4448,62245
4449,18067
4450,6387
4451,7287
4452,105069
4453,109507
4454,42601
4455,89728
4456,41201
4457,53502
4458,14102
4459,153287
4460,7698
4461,42271
4462,11456
4463,54865
4464,134323
4465,22096
4466,5846
4467,83319
4468,3950
4469,132233
4470,122006
4471,131589
4472,97156
4473,272750
4474,70452
4475,35032
4476,60180
4477,63580
4478,57473
4479,37724
4480,147426
4481,199795
4482,50469
4483,12191
4484,129893
4485,52490
4486,210856
4487,401697
4488,53676
4489,36760
4490,30285
4491,32961
4492,72492
4493,65817
4494,36398
4495,15264
4496,330126
4497,167900
4498,223622
4499,25578
4500,79843
4501,40907
4502,2324
4503,984
4504,15666
4505,12731
4506,8144
4507,5249
4508,795
4509,11520
4510,10579
4511,42201
4512,19706
4513,65329
4514,78906
4515,531
4516,19489
4517,4837
4518,30000
4519,149
4521,8748
4522,469
4523,1502
4524,1411
4525,186
4526,9964
4527,1307
4528,25
4529,298
4530,10
4531,197
4532,1123
4533,4189
4534,2361
4535,1884
4536,573
4537,8565
4538,553
4539,160576
4540,33734
4541,25500
4542,83821
4543,72
4544,9959
4614,1409
4545,10392
4546,24480
4547,12085
4548,4210
4549,1201
4550,6858
4551,17273
4552,3025
4553,18761
4554,36544
4555,26568
4556,200187
4557,181059
4558,5628
4559,14364
4560,51118
4561,193942
4562,73483
4563,83503
4564,82154
4565,65357
4566,152709
4567,666
4568,216
4569,3030
4570,67413
4571,177497
4572,18124
4573,449167
4574,108230
4575,159177
4576,134855
4577,184195
4578,274520
4579,388174
4580,110144
4581,145864
4582,134947
4583,171742
4584,133793
4585,72805
4586,128316
4587,110446
4588,53115
4589,49677
4590,73813
4591,245522
4592,170254
4593,242780
4638,1213
4594,88588
4595,265162
4596,50000
4597,178274
4598,133841
4599,120839
4600,100936
4601,343527
4602,212822
4603,130277
4604,99126
4605,285867
4606,127695
4607,79771
4608,243987
4609,202242
4610,389411
4611,1473
4612,1942
4613,9679
4615,1763
4616,757
4617,47059
4618,7775
4619,2493
4620,3301
4621,27179
4622,20067
4623,71076
4624,50344
4625,45774
4626,505
4627,237
4628,5025
4629,10
4630,639
4631,1038
4632,11282
4633,686
4634,1822
4635,1537
4636,424
4637,259
4639,2054
4640,1772
4641,3140
4642,3995
4643,1446
4644,26684
4645,18818
4646,187
4647,355
4648,32408
4649,33065
4651,442
4652,3608
4653,13460
4654,6020
4655,61037
4656,6811
4657,5604
4658,5662
4659,4873
4660,6277
4661,6422
4662,5730
4663,4077
4664,16444
4665,10379
4666,20335
4667,9720
4668,10338
4669,7160
4670,6111
4671,10027
4672,8341
4673,5391
4674,8171
4675,30132
4676,10681
4677,6204
4678,48961
4679,6106
4680,6846
4681,1806
4682,13998
4696,615
4683,45549
4684,4624
4685,5245
4686,4523
4687,1351
4688,2442
4689,2729
4690,850
4691,206
4692,1976
4693,1513
4697,537
4698,1791
4699,528
4700,450
4701,12417
4702,15543
4703,14186
4704,7489
4705,6993
4706,912
4739,403
4707,7450
4708,4596
4709,11986
4710,5464
4711,5839
4712,9427
4713,17702
4714,16983
4715,4472
4716,249955
7339,581
4717,73404
4718,29750
4719,3693
4720,33431
4721,4659
4722,9073
4723,18678
4724,3976
4725,246
4726,459
4727,1068
4728,1157
4729,2894
4730,26496
4731,10024
4732,7495
4733,9819
4734,10328
4735,11338
4736,5997
4737,283
4738,142
4740,296
4741,187
4742,25114
4743,4367
4744,6451
4745,7489
4746,7357
4747,8370
4748,7166
4749,6133
4750,2005
4751,3351
4752,1684
4753,177
4754,1157
4755,1658
4756,12652
4757,85339
4758,70300
4759,39623
4760,37883
4771,35993
4761,45904
4762,143410
4763,70603
4764,221422
4765,137888
4766,142361
4767,232209
4768,152763
4769,107754
4770,105591
4772,120712
4773,50798
4774,400249
4775,4261
4776,45555
4777,1667
4778,63177
4779,36172
4780,157838
4781,216015
4782,48447
7340,0
4783,104508
4784,85017
4785,125356
4786,48591
4787,141498
4788,81759
4789,23167
4790,82681
4791,149486
4792,200000
7341,15192
4793,866000
4794,986968
4795,903000
4796,1764
4797,32543
4798,156484
4799,184993
4800,99
4801,90
4822,103
4802,2771
4803,4761
4804,31036
4805,5856
4806,47183
4807,67664
4808,102932
4809,30000
4810,29290
4811,11200
4812,146813
4813,50888
4814,192088
4815,20812
4816,173154
4817,23099
4818,202472
4819,62962
4820,398
4821,41
4823,60
4824,76
4825,31
4826,115
4827,40
4828,54
4829,26
4830,20
4831,3
4832,50
4833,600
4834,43
4835,19
4836,1
4837,115
4838,40
4839,45
4840,15
4841,125
4842,125
4843,5
4844,26
4845,5
4846,35
4847,40
4848,33
4849,43
4850,57
4851,20
4852,15
4853,19
4854,30
4855,153
4856,30
4857,4
4858,443
4859,249
4860,9870
4861,75
4862,50
4863,493294
4864,387106
4865,582779
